20.260000000000005	0.019000000000000003	250.0	9.200000000000001
15.320000000000004	0.016000000000000004	200.0	8.0
10.920000000000003	0.013000000000000003	150.0	6.9
6.889000000000002	0.010000000000000002	100.0	5.7
5.410000000000002	0.009500000000000003	80.0	3.0
4.080000000000001	0.008600000000000003	60.0	2.5
5.790000000000002	0.009700000000000004	40.0	2.0
2.1000000000000005	0.007200000000000002	30.0	1.8
1.8000000000000005	0.007000000000000002	25.000000000000004	0.9200000000000002
1.4900000000000004	0.006800000000000002	20.000000000000004	0.8000000000000002
1.1700000000000004	0.006500000000000002	15.000000000000004	0.6900000000000002
0.8299000000000003	0.006300000000000002	10.000000000000002	0.5700000000000001


Dodatkowe Parametry:

