449	10
452	15
454	20
456	25
457	30
458	35
459	40
460	45
461	50
462	55
464	60
465	62
467	66
469	68
475	64
477	60
479	55
481	50
484	45
487	40
491	35
493	32
495	30
498	28
504	27
508	28
512	30
517	35
521	40
525	45
528	50
532	55
535	60
539	65
542	70
545	75
549	80
554	85
561	90
569	95
588	100
607	95
614	90
622	85
628	80
633	75
638	70
643	65
647	60
651	55
657	50
662	45
666	40
672	35
678	30
686	25
696	20
709	15
727	10
