-2,41000E+0001	-3,75400E-0001
-2,41000E+0001	-3,75400E-0001
-2,38000E+0001	-3,75500E-0001
-2,35000E+0001	-3,75600E-0001
-2,04000E+0001	-3,75500E-0001
-1,74000E+0001	-3,75600E-0001
-1,72000E+0001	-3,75400E-0001
-1,40000E+0001	-3,75500E-0001
-9,30000E+0000	-3,75500E-0001
-4,60000E+0000	-3,75500E-0001
-2,80000E+0000	-3,75500E-0001
1,40000E+0000	-3,75500E-0001
7,50000E+0000	-3,75400E-0001
1,06000E+0001	-3,75400E-0001
2,00000E+0001	-3,75400E-0001
3,88000E+0001	-3,75200E-0001
4,71000E+0001	-3,75100E-0001
5,96000E+0001	-3,75000E-0001
7,64000E+0001	-3,74800E-0001
8,76000E+0001	-3,74400E-0001
1,07800E+0002	-3,74200E-0001
1,29000E+0002	-3,73600E-0001
1,46300E+0002	-3,72900E-0001
1,57500E+0002	-3,72300E-0001
1,68000E+0002	-3,71400E-0001
1,95100E+0002	-3,68600E-0001
2,06900E+0002	-3,64700E-0001
2,30100E+0002	-3,62300E-0001
2,52300E+0002	-3,56300E-0001
2,64800E+0002	-3,52000E-0001
2,84800E+0002	-3,43200E-0001
3,05400E+0002	-3,32400E-0001
3,18600E+0002	-3,15400E-0001
3,37800E+0002	-3,06300E-0001
3,54600E+0002	-2,87500E-0001
3,62900E+0002	-2,68400E-0001
3,75400E+0002	-2,56700E-0001
3,87100E+0002	-2,35500E-0001
4,00100E+0002	-2,04900E-0001
4,06100E+0002	-1,92000E-0001
4,16100E+0002	-1,66100E-0001
4,26100E+0002	-1,33900E-0001
4,30800E+0002	-1,10400E-0001
4,31500E+0002	-1,14400E-0001
4,32500E+0002	-1,10700E-0001
4,34000E+0002	-1,01500E-0001
4,36000E+0002	-9,84000E-0002
4,38500E+0002	-9,07000E-0002
4,39400E+0002	-8,06000E-0002
4,40900E+0002	-8,04000E-0002
4,42400E+0002	-7,44000E-0002
4,43100E+0002	-6,84000E-0002
4,45200E+0002	-6,36000E-0002
4,47000E+0002	-5,62000E-0002
4,48500E+0002	-4,34000E-0002
4,51300E+0002	-3,61000E-0002
4,53100E+0002	-3,04000E-0002
4,53300E+0002	-2,45000E-0002
4,54600E+0002	-2,17000E-0002
4,56100E+0002	-1,74000E-0002
4,57500E+0002	-1,12000E-0002
4,57600E+0002	-1,08000E-0002
4,58800E+0002	-5,40000E-0003
4,59200E+0002	-3,80000E-0003
4,59600E+0002	2,20000E-0003
4,60500E+0002	2,40000E-0003
